Ежемесячный доход,Сумма сбережений,Текущие кредиты и задолженности,Кредитная история,Стабильность дохода,Уровень безработицы,Инфляция,ВВП страны,Курс национальной валюты,Процентные ставки,Семейное положение,Наличие детей,Образование,Профессия,Жилищные условия,Сумма запрошенного кредита,Срок кредита,Цель кредита,Решение по предыдущим заявкам,Общая задолженность клиента,Доходы семьи,Расходы на обслуживание кредитов,Наличие недвижимости или ценных бумаг,Кредитный рейтинг,Долгосрочные финансовые обязательства,Платежные истории,Уровень долга по отношению к доходам,Степень риска кредитования,Региональные ставки безработицы,Экономическая активность региона,Размер валового регионального продукта,Средний доход населения в регионе,Уровень финансовой стабильности региона
712327.6501307443,458191,991415.2392645848,436054.6303728661,218226.78568614426,5579,452763.23287990503,243586.17014846165,958161.0513292531,29.131906264450496,443723.58063753776,Нет,828322.2467322556,909524.1568290618,451808.9183023792,345109,630844,431004.6244269868,Отказано,99635.87645720602,404505.71913793567,798930.8147734564,Нет,856519.4572795324,247950.78107761548,790048.6964477927,146442,436179.5336665035,704602.5227068515,563314.0904181189,446804.55989606364,288816.75115016464,612108
32514.723524248744,193187,350780.1238757169,453127.35879244923,429219.88517259515,299733,532379.2362577037,87115.90472519111,28004.21453838107,17.658699317575927,623666.5228941863,Да,967223.9365407085,671109.5450261758,535434.018917618,774726,66120,455275.05877528724,Отказано,70206.29770424886,218579.983954679,522011.61654160137,Да,877436.4723051513,186289.95449641766,108679.61598475545,568549,632574.9714827721,18938.564016453853,606341.5310644826,75718.5311657512,123475.07282809369,545659
257707.2952868636,216034,494307.1575044485,646695.4700280766,50066.2322885345,243931,801181.9077350869,130612.66026443936,194263.53107501118,8.342525792778577,35698.33942239274,Да,829258.058291898,935408.4221801009,607142.9980580162,62694,489187,764121.0584113761,Отказано,607246.6715634164,906246.072001092,441118.50413979735,Нет,883102.6701165078,906506.380586264,53122.342406823074,622389,333634.25476945686,653448.0514992881,669906.3511389638,727579.6602718247,421563.2631408561,911794
681829.6315279516,939838,942196.764454696,911766.7515952111,83530.36770242732,747863,808225.6108894296,549410.9686921966,307008.2340278806,24.042382795212447,408854.43311088433,Да,533085.4135916965,642152.9960308649,751120.7569777492,688113,534987,474726.96696503775,Одобрено,777263.22837189,189768.11863458765,420351.35619450547,Нет,597260.3549256794,771394.5252832203,417716.9239073531,967436,21443.6456451899,827836.1815507193,494808.8163318883,324150.8022842307,42825.679922406205,247420
599551.0678068164,939838,520115.0225022126,76514.7881402783,209826.77230524144,42753,588576.8044513041,146531.77572139679,459006.02003732085,1.9574293026799794,225938.91119304788,Да,438537.89032158634,389964.37457370217,921039.8499496214,318059,299941,233596.93617621055,Отказано,232889.2372881807,71626.70088008093,687333.9674541167,Нет,127424.67403945749,558922.7581475789,22193.925154572986,590945,488796.7526490846,935117.1368750222,398490.53620193887,604762.0952685112,594789.1092466902,849054
227434.54770604777,779419,250956.05939955113,271568.03004371544,839406.8548681166,853171,156869.77801748706,158049.74686603216,348713.12753780966,13.121753521050254,473171.01184435294,Да,574542.5460660006,783044.7751350553,850492.2710091257,677933,210974,493962.9830811318,Одобрено,755535.942285404,729726.2701209876,262538.26239897846,Да,177016.29331396113,80537.20833928787,386759.47142203484,564025,317277.4921240977,324416.99886886496,130200.75640406874,713799.5014634893,701473.2577889467,502508
968530.3992853067,34174,371475.97211151227,845648.2896140508,528638.8359211762,557376,380984.1542055319,903755.7661381534,643109.9923808322,11.434137060891267,144191.60955475457,Нет,865153.844109045,868341.4377379182,730092.6287539907,873466,917131,341983.70223591215,Одобрено,503677.2735304064,291790.81843598164,891897.3923880116,Да,574491.473422967,445923.7255797472,682689.450496925,351773,320949.7482660265,310050.7552047356,981970.2642461546,890563.8381328168,910780.5999853654,343490
733789.0574119966,31565,983852.469551884,272707.4675069326,257492.55572295625,407149,578444.7663151384,384019.5030196142,558908.9535883851,18.496385250936868,452757.8305335041,Нет,580093.0342923384,708008.6061937375,267704.25536242547,500344,527667,504920.64689139,Одобрено,724066.0817219396,515114.54583522375,898614.2677055678,Да,967047.1454263482,56919.30181879257,898076.7912847104,31251,545506.4335251305,476235.40578930435,653255.6040642691,683834.0188926922,110617.47120107837,723971
500161.4053234555,77021,296342.014302708,599102.2105026186,189875.8281098018,441405,975512.6027616742,608581.0121065906,526843.3465190699,10.611950681512429,441742.6077579848,Нет,559401.5618168977,253863.9802171809,355430.9267495263,889307,491651,595694.5252007116,Отказано,710954.6675490258,55682.514117636885,60136.98753271249,Нет,49246.62454654884,159780.13303480827,931534.3535587325,800375,921351.7916581505,453843.95075464126,486326.47061885375,309364.2498966187,635171.0000272121,694097
622357.4601991663,35147,658768.4605613485,80172.40168194268,989475.4780555161,132322,152335.12757409737,404022.48449932865,56397.28532759881,10.988455948312907,999457.9590476196,Нет,11092.786173848412,295911.2735346062,848667.4848470762,366798,388451,306768.8529861458,Одобрено,291125.92056842614,89615.69594699053,152890.02030214123,Нет,688189.4889466884,416839.6595048992,645084.0287453101,118063,773966.5881292614,708277.0624413396,161342.8203152329,612322.9326279298,73281.24485383338,9108
941120.6103744303,94200,473855.4993463923,47007.896003858885,106700.42476288968,218296,208933.58270504873,441865.1003343407,186079.45768379967,8.914258743455521,90367.99540275706,Нет,301669.6016154011,869964.3232073702,58572.349041302004,107260,896047,72801.96484887277,Отказано,431486.94740430254,516475.3885588967,75759.44362148951,Нет,764897.9272646501,743169.2034988437,974528.3717150994,789088,959444.2536083215,740280.4604024676,673318.3832336703,573912.974230225,147022.94367914528,11610
433115.27487354464,266686,116548.73188528552,132260.86970419477,609822.6271058925,19588,677513.9365099408,370954.8298933513,695377.2042657584,9.849607597218732,905166.9091300134,Нет,580085.2281816156,268341.97672675346,806258.8509598951,43427,104498,104214.82045194521,Одобрено,64970.51628724602,756979.4909460824,797370.7723647883,Нет,449058.84312777803,612829.5198494719,639301.2939082648,556393,680252.5239961753,788121.3464078641,380293.5871573584,380145.10682919197,903278.9231942701,3245
873190.0458412812,817088,639775.1458844458,792751.1503359295,26533.26655605214,137766,220848.14658640797,55171.42553191954,383552.3559589766,7.764735354452151,297058.8746780657,Да,281772.56965389213,688798.8116861146,241221.0553336982,230313,465092,353454.17162263143,Отказано,890300.7099923315,708028.8683526999,20109.95539880544,Нет,58056.68659719484,287165.13195451075,925057.6906297127,3809,253411.99858731823,240703.00806132428,294904.9322343237,862957.1212532667,735057.0191316956,841321
611853.6600703043,126226,964560.8638204002,661390.9095754651,116454.8307831576,892283,832290.3119345577,179329.10809314201,938010.6458005976,20.081064854283532,344555.772267931,Нет,329974.3147918336,728346.8360815434,317429.59587197413,506611,827255,535938.2948537212,Одобрено,255959.11360719995,383391.57103790616,107423.64545274472,Нет,248446.59143023283,653845.0449288596,773924.8239028997,545299,35721.70127151107,754295.2705475317,109026.53315758542,801805.7522992415,973797.1546321971,272515
154579.27654651602,983873,83409.56616074166,626698.1392644738,964821.8703954333,348051,82018.23466609269,982677.002256573,59634.74524337774,17.64456611752777,153249.89952370702,Да,333776.9266083185,748152.2642553712,863666.8456147297,881456,845488,861118.3070167551,Одобрено,13178.03292256625,330361.4713758689,58331.297414535016,Да,849707.442012374,367950.90937706275,474991.8299580521,135763,187902.23151012041,391195.427425116,411798.1950201732,878420.28528628,599467.4624843865,342333
474132.2559080616,96437,781275.7157414008,219159.755845856,324759.045891968,781540,707059.4606242172,783408.0405500697,964264.755988631,10.292057712696067,996008.8635673749,Да,809850.0556974275,787652.588742676,469884.6683490831,763092,487625,995090.2649246949,Отказано,436685.02812531247,741310.136111699,692968.6688814946,Нет,575546.6396979443,889463.5837836235,192674.4318927253,108260,187103.85965737232,629955.0382216054,39831.07071164938,959695.0310892046,775068.703894339,110393
940973.4715111743,884366,669598.3090066075,768013.8627226866,940095.4129058375,165255,382638.34437339753,529565.8954706045,427331.6429640043,25.12223702453972,914825.6044578844,Да,949994.2345154908,74248.95008537648,512007.81746618956,568251,926946,668947.0537650415,Одобрено,56679.206706776225,530761.5347799781,815512.355379317,Да,163732.58813902037,278694.8817073117,887887.8956076016,373786,454275.050394351,974517.9765197461,253646.0034408866,322432.5401949837,202507.95269245695,802577
721151.1197614801,628285,205566.96588250066,666019.0421017504,710665.3977400059,982812,50887.50427994157,160892.02241576486,651893.8379851106,20.639366482567997,444502.47027992015,Да,217486.3457315042,414823.2770704071,975008.9960408737,467909,329011,662659.9394857265,Одобрено,278708.48545470997,778390.3500522164,482461.23373544175,Да,732481.2075067463,145008.44758659677,573106.0971971891,193484,911753.1294428629,105469.75291923343,234598.39591446015,138492.9939487156,672472.3310332588,70217
35286.53071052607,259353,726911.8178664446,735417.7016219646,489073.66058729973,945836,741571.4289191397,291942.7734194235,695709.4406604674,10.945517957576016,142845.97656186562,Нет,530663.3726726652,125005.77017681561,170362.2888374712,839732,957495,74102.66428990598,Отказано,881953.1121961783,374394.5371755822,279134.7280122229,Нет,220180.29850307823,123114.01640971625,215328.34237364228,874596,579800.5870584595,567638.1338793805,618709.5497438139,614962.3406274634,696894.5619489347,372370
434794.1061723159,261892,102340.33772800596,921136.843972477,113735.3238349706,549983,806058.3554663656,256902.95488691967,362803.0279759776,3.575633516168637,788833.3707265746,Нет,207377.1461486497,682004.5568930672,609146.7707110542,933432,157164,177573.229372593,Отказано,867504.1443331327,575567.0334071883,219139.25212833323,Нет,847004.8946402196,199035.8261822602,267104.79432326416,88959,182454.94368768198,760734.7867546924,965857.2300766658,424694.421325247,97996.02296461108,963971
856300.4349792463,722026,260400.58620383783,78296.39426772992,448885.0077884568,254531,952578.859977032,275791.5599132194,749272.451473596,24.958817819662098,645252.7979681046,Нет,576523.9035381941,457633.54453752487,299150.3605743258,856393,166790,857841.0956991976,Одобрено,295381.31469898694,619115.0444544215,331126.31274978997,Да,729754.4344653166,974382.5531323091,638065.0974937836,852924,646529.5631353838,58896.71680910317,688092.4807081402,685369.333086197,650794.5762654527,139977
819516.7306066343,215901,487849.3138849203,378213.44571417785,806654.7206196086,671370,187012.8681714526,866525.9310026951,931937.6322839224,11.043105059009182,141032.29856879683,Нет,669198.8129007933,158230.15803288354,496742.7407027389,445555,950442,589791.7295092297,Отказано,68141.38871570518,299615.2328650615,945473.8676749122,Да,623121.7594979199,560437.3691549969,509988.7242113255,35106,731999.0473178573,619839.8775914515,578465.8211242327,555248.7348471633,140302.74595183448,104043
587685.8976785474,383602,667407.3666666778,730107.5702731147,434246.7024644141,299073,596573.907575456,767546.5680675446,424916.38357586274,18.940741945120763,557693.9467009222,Нет,285897.5628738901,70591.08527751839,551489.9448083617,415069,561845,409871.0634890356,Одобрено,34478.04318508016,93876.52561036558,846685.2565798821,Да,26441.560465424805,679695.7549719196,446306.591711137,793953,448156.381723467,369569.79449610086,345017.0307045096,761993.5583163134,308632.16426523105,100328
422174.7521631902,634625,710994.4793787876,666060.4017994638,199858.96471006668,500645,559456.7335365363,464719.6213973958,504312.3668206435,20.926751988110915,473671.1690630759,Да,509419.0344073752,351058.4489328297,603771.1165346424,31359,305392,385700.7126661769,Отказано,476254.18113283283,786388.1452174298,155466.72964285946,Да,469052.64548333664,24242.28449952146,317798.8857029426,842952,113781.78311425804,335722.3503431551,412216.490741714,869856.0123723848,201083.26427778785,613022
39185.96596780648,192326,879193.7751924638,706693.0602934546,29216.97401599442,899881,185714.30021799606,707821.7021720723,902723.2319341233,27.725547419370994,114066.63190439658,Да,860628.774571533,366004.60829338134,35549.82778158925,215841,53749,800382.7458272977,Отказано,326756.96541753935,247200.00676059825,780532.0564993405,Нет,37775.28535868805,751826.3034393108,420766.49258385255,105933,262765.96762190026,649204.8248818305,889393.4378610646,566174.3357819658,487770.33665305,675057
816491.4392363067,742723,366433.8263916054,398697.0466720425,36176.90730850427,189768,489603.95647347864,535935.8182868002,426818.32635052555,13.410466182374488,832235.5253318583,Нет,516269.014456732,527204.1161870912,230098.7336891982,925542,775021,797827.599955467,Одобрено,978239.8823355014,240919.17576563975,969608.0629963541,Нет,297446.65346486674,725453.078499132,108128.81118728514,190703,840383.6777314343,107040.40192845136,983016.6501771653,620433.2714892598,829009.1566711321,221061
736600.6505434717,989689,913421.9802616786,804827.8054011662,173648.76947433155,942449,945213.1426949895,323087.16263507906,498212.7806639017,12.61834517453228,94945.25729732733,Нет,109082.15958979503,893738.2465436729,900541.341633028,318189,110966,472008.6558509271,Одобрено,392284.1545601089,895076.8777432722,122986.51091340519,Да,883806.857710434,879979.399753679,250648.55665807897,514020,753960.2833294488,942613.1827224942,52047.07250411067,942841.8199589122,502173.94216771657,35025
238292.92375188135,195231,179592.9810321863,131725.22471196274,714826.8748100926,528471,337321.0163063392,204993.53101824777,882383.9975513985,18.457560611548875,853564.1711443303,Нет,634015.9239595827,413319.23641471425,613151.704189873,421442,134028,812829.0582616637,Отказано,156842.5150218878,152714.08363571542,342631.4267357826,Да,446048.3879403535,479190.4663896378,474985.0454090997,329145,688719.2297022892,453930.6309456572,973442.7649150104,110953.26052717806,372475.74675238796,972860
20256.887030242033,621578,878465.1002413895,92730.06099853944,501030.021177633,805842,316845.68827855185,677776.6245692493,564760.0891031174,22.433044412300152,801388.7103309353,Да,379651.42764986126,704919.353860043,308315.6131094046,403050,872769,807273.8851909338,Отказано,259396.77813878932,684143.4647478064,726842.2439962866,Нет,593501.2612235693,162023.5921259243,990093.3919952282,731092,143105.88101481512,527970.2440734358,999198.8432930661,333122.95400122355,72634.76382708942,396648
973277.1871620514,93369,624405.7507182929,858920.9885016,653877.2773646202,855275,541660.400308793,673709.3126375981,304649.2682744541,12.349195325669104,808125.8669995621,Нет,375872.9311713878,940342.8761993597,201159.90613497182,248124,331234,797737.6368443386,Отказано,779471.7295733755,274276.54374793323,176254.6387695907,Нет,563096.131279745,817131.9789659285,964504.9569481045,275122,254131.29978443185,330066.7647983535,708539.6226318405,27554.090291068875,699503.5804933147,1261
19191.744872718227,988933,835796.6625203785,768005.5351471683,299247.4393704117,663743,295016.9201294693,107498.60052216215,926195.1882983354,4.982995818900844,772752.2119896251,Да,932030.8637678232,512211.76689648425,584563.441033596,328746,1400,41493.9850159148,Отказано,325412.2711496064,749681.5900743803,602028.7970762287,Да,449279.45462803275,20733.905698327813,924765.6408976176,712145,872817.6456453709,375447.1008555318,345028.2100862542,897523.9542295102,65813.51490378665,879923
317134.6702053702,718638,199128.76618576585,621801.5389378418,606381.8472879385,137351,106460.66096966017,520609.8940576679,735181.9430603416,6.526246091527563,403997.38058508426,Нет,36267.20292035208,397704.66181750566,938862.4646487521,886776,316658,77230.63333488184,Отказано,896214.0288340477,461040.42536447063,252327.80878751556,Нет,856773.5475894895,194957.06355412808,348364.47705677187,412793,401693.36571070564,360061.05473937956,789242.273281113,248924.59344163016,846835.673983754,597385
379495.174572033,979417,640766.968119476,970128.2217741314,418476.72806926596,241428,113173.70683561017,94023.21131094634,812799.3056456085,6.100227834278288,837980.5152614585,Да,685346.8826824994,983473.8831887168,963595.0539609717,845181,631317,713374.3461500753,Одобрено,772839.8360788802,643848.0602504235,280176.8297371641,Да,390645.22355460667,478869.67012698355,195355.1903363025,681437,570782.3013171161,46608.58522188619,729436.1304671827,891222.0380040848,222472.42513679594,26074
409784.58644264005,473759,106096.02045283595,242770.7556826026,30273.01001177089,157500,996953.176736547,19355.678876373524,720075.6764823884,19.584030465807036,338133.68083222024,Да,242845.21637286473,576370.6976220527,269543.0613417996,44925,889557,566267.734042728,Отказано,277579.4625510109,290537.5975821484,318751.29131632095,Да,883103.2563827166,458650.7849425233,357110.700526073,80470,517223.1357514603,286909.4369727743,322849.63866295054,295478.6578760128,486766.8738560327,481267
717301.9033485102,170145,117323.87402847312,54901.04225046743,28428.036130149823,334968,80794.53652039572,46089.80045926165,630891.1588295262,13.697247710790583,740146.7759428576,Да,654666.9484634335,265876.0860414627,76647.2900663466,352651,99593,298552.55294507934,Отказано,937593.1084759108,786961.540408991,671864.1783716691,Да,43632.19642709872,533240.4824507383,889016.2695457287,576943,925829.9705977277,576398.9598352698,699913.4362448356,88679.45078849244,55422.11894488252,89125
224901.07951348906,887633,610218.3466660408,588817.0409785759,555084.0658818865,758103,409695.9288959883,898415.134388602,512326.9672643144,26.551661781050388,941622.6333840771,Нет,52041.91358273511,915378.9631021336,718942.3918466292,345130,867196,421506.02890405484,Одобрено,294779.15244270937,853787.6995698314,410830.43133554043,Нет,396920.8458450556,239369.7679640931,775521.2215909899,418515,749352.3516748288,870051.4477140564,322824.32862077083,613431.5182296277,152521.0715814761,128893
890914.8848263702,372800,731116.2349141234,281910.3874138104,578116.3910543429,654547,624145.6345757063,289607.0236169082,911084.4282601399,15.010216812134022,60487.05483465113,Нет,978856.1031845602,782234.8835158717,714049.5293488961,894951,878169,540874.8584583991,Отказано,764132.8743453242,282362.9559586765,358244.54956231965,Да,294021.7350540782,334119.094473473,149104.40790693474,562624,34143.57310006565,39771.46207921979,418361.0430649135,432699.7199490392,953259.7277008258,645783
959628.2909201329,12398,449771.2255662551,321835.6447742113,786173.0554691241,988100,119033.36260989748,513900.58174034284,81274.14719147314,17.923803485977245,689747.910219048,Нет,486404.38908523414,934142.4891828245,764963.6513317903,723530,356214,380783.7831683095,Отказано,905474.2480062692,848078.2808222859,218912.98316268437,Нет,322635.22608050256,232806.07945325284,650670.9195803164,573841,809246.7697773223,66888.81868021443,881792.1859643536,35588.35389711076,942372.8011732004,872687
508417.4692162423,783221,933078.6818137657,499597.38258264505,616200.6920868821,668699,696122.7630289119,200100.71036301018,58361.46985642146,15.844216974042476,569809.8475562866,Нет,159642.97470847573,42069.66560456789,620181.0632958387,697914,467376,810578.5704944922,Отказано,888414.2005465401,899961.2195531907,610676.093222587,Да,840896.5552571074,229431.98966526153,196279.43797857474,853091,798623.3399780925,547760.6477342398,822461.4628044441,572323.85487071,583943.8686795911,296205
114736.2103744625,984849,345379.97435519553,734709.6511110034,473842.96463834686,220597,321059.1611736652,172293.05127928773,535752.2183979532,22.756886236401183,710910.7227313245,Нет,962352.5434571176,171253.2874938489,524490.2435003746,492798,439776,983824.2148968277,Отказано,327441.5551530128,987680.4538224626,725939.7856722426,Нет,421966.56103787053,924727.6589079322,699061.7209700401,519482,981869.1274603631,714652.1951819379,584204.3171151286,780619.2200474322,993607.456882181,517659
68973.49374945165,919227,567800.7090081016,722620.4997003035,578130.8383089175,191477,568151.9513696561,272679.7515415304,59941.54967725948,27.602597821440675,911604.3321183807,Нет,792105.6871994629,618691.4253201449,608758.3159420646,717690,379455,400779.8340176968,Отказано,932261.4456917959,724596.7483575977,338169.78400430427,Да,891257.5087956644,775574.7104194944,506573.7072869792,959977,558460.1471726755,231527.6490981922,379464.6858539538,474669.4292027887,882687.4659755342,78933
280298.3786436284,331623,411875.085981323,920691.7983757462,91229.6413019105,650411,40959.84295315546,748050.3386055676,510458.5523396479,14.81418442600797,689200.5415029976,Да,200768.55948642947,719544.9625615858,899549.0100013876,517901,330465,818597.2010208978,Отказано,419646.51564528263,989954.6408867898,29037.796581138515,Нет,33138.69263812476,845614.6574522133,408501.57015693566,933928,190043.0462292084,863164.1474251065,375784.6684668165,883665.5736354559,232363.36858984083,783309
724086.8010129702,121562,885531.0084440758,864370.803175364,61397.01493973017,932860,573861.2826099544,222507.98977853116,668989.3102012138,14.243286177215305,198441.5018923998,Да,851496.8106878124,27606.495793528204,861469.2100524632,474453,946094,149435.88500445898,Отказано,557515.8074469153,470909.9522610992,875738.8725639574,Да,415603.9645505215,449415.5527620072,509761.24644264346,959619,230711.18701673584,458126.21396803367,799731.7794981858,645619.2679884728,235577.59989377722,163755
723827.4638025119,415280,813432.4594522164,324566.8835739757,390398.43858453433,517865,412709.5864894052,729846.0110378201,554698.5966662881,22.715473985203847,807100.3111345076,Нет,402186.1817991762,13422.310745903955,434070.613713114,595688,151975,355100.7574323976,Одобрено,102303.21442701445,650174.0121525563,959338.2949289123,Нет,749141.0231582666,229619.12887613755,44894.042187507825,834812,64296.91980487892,426373.6894276284,613749.9932214724,228304.6604800059,718507.0923966619,168552
89419.16949936873,321581,252994.78234732838,483349.6867416856,491322.3552210049,642015,924360.9480204071,939147.3245644952,155793.39755606337,5.44639237509657,220194.8340617307,Да,304246.6208612701,324809.68092602823,899290.479038901,5264,867665,644119.8815295968,Отказано,708712.4287258632,885729.6140430165,392678.9284985079,Нет,583208.2038428081,995087.0311443572,350101.84030197805,247149,31196.840935092063,778118.9517294213,698175.2922485155,761706.6338909378,527197.7117951044,711261
907144.1245955077,243436,93051.62930537561,871511.6630796441,970141.9641689851,266427,11202.332496586354,843325.7200311744,924629.5225139007,23.649630218094686,791211.095229953,Да,332453.64245329896,970180.5713909146,920128.4216958856,934589,129264,847644.6130651832,Отказано,337666.1911888267,869868.4954538639,201365.49121939702,Да,958171.1408347568,428040.34639920254,707903.7008673793,586231,256804.08110606775,281964.0986627853,56737.37621742775,20858.356469287806,746821.0869402938,733753
485879.32584171597,184584,639584.593932725,625374.0737557947,475971.32434250345,75555,421754.0633368399,880598.7078406468,914836.283664805,21.338476289319807,196510.99664133208,Нет,67076.86306203315,686831.154424677,388110.1972620581,30064,280222,588657.7791637896,Отказано,708833.8710314035,953853.5164526266,837425.2856357123,Нет,226917.14699549184,638483.7561081563,653148.5167429488,592508,274246.81860265,198821.449320811,342210.44215539796,765178.67056149,801048.1904973314,845925
45209.07724275319,816025,448161.46617131453,876484.7813133686,727357.5574316573,357064,215871.3630302506,424101.49066207337,901950.305630904,9.006768877424783,400639.64374822774,Нет,610785.0722263493,731136.4901202997,912831.4535463921,483473,835731,519927.7390992698,Одобрено,860328.9170601959,353913.10098739463,424561.55952245794,Да,931714.5087527226,480014.1452905823,729712.7171936284,609066,945553.4096437303,783763.8785234138,885315.6409313594,543532.2907407611,217795.03875154062,139797
238223.67381865278,55896,685324.8808136245,77319.69318879758,362858.889776706,119984,938133.4301741966,893919.4112365701,142407.64354827904,0.9448021083240732,654751.9938619562,Нет,461157.725951297,535396.6489544227,643067.656378917,298659,649741,622961.2416691663,Отказано,747064.2246899953,794808.4893702157,291180.17885798885,Нет,926187.5713592201,786108.0039709497,945408.6833838049,974833,400886.2499567915,21056.735322366465,784767.8126322993,302392.784737643,853899.0324867545,486304
115283.1811591599,653877,837718.815149136,871717.2484349473,669181.5329264448,174826,711480.3445538948,99993.83546376869,259580.35382887046,4.370972980263513,778307.8586442024,Нет,284363.2013740991,270611.31888815097,607779.36426951,186876,370067,225244.66247713153,Одобрено,422648.3718953106,961066.9717132405,805442.838989523,Да,688762.9427525781,681549.4665249815,510004.5280582685,105569,291925.4797861348,221513.20960149926,742249.8230841018,84324.40025208009,852891.6589606425,436938
191342.16501451013,12412,596133.2012654401,171084.39107823055,596164.1967790376,27081,827318.7270870531,548503.2152518741,932886.7738726645,7.433882796459445,280598.10913264286,Да,940275.2117246818,438581.0882227339,240582.3160355882,733751,598030,318446.1103056186,Одобрено,40610.43934979729,619607.230223299,485264.52087292145,Да,521379.20464294084,76930.22314859772,464987.83866488334,318184,428330.5206177394,562336.4073157839,256584.5591073228,959357.6844527895,419655.35369801294,424528
872322.9591342651,829068,667226.3855224764,633316.379074884,933345.4446042278,17048,892010.2920172692,316219.94141084433,239705.20604742854,5.8536449276779665,51039.23634196248,Нет,85728.13369940092,789239.3027828886,770225.0327476718,48434,28072,115302.71564721884,Отказано,90668.43718816446,716504.3115923554,652656.8929300854,Нет,277465.9120054983,342039.6147638344,464176.3917514531,555306,769966.1749572955,500198.6842302749,272575.23296053684,660460.1279321464,514110.03536182304,706349
500207.2017117227,720898,168115.88209798431,322936.70102822443,762319.9470777154,303498,828378.7896012604,610028.0257272527,311142.8055609462,12.285011678680972,834507.7446431009,Нет,278924.2980561509,67603.99768630465,825959.7206711686,745306,594035,778223.8570566003,Одобрено,403506.02179499407,396327.1263487726,98298.25138883168,Да,717160.8379418486,727535.4973915098,645611.6749755464,991444,666473.2486221023,675769.7006585794,388069.4841677149,717694.8985811672,713729.1562441523,960678
358693.4081039113,580953,523107.38909897057,149994.77439627427,66898.0018071281,6313,144374.68988865105,288523.67156741925,835628.0072984032,28.177459069424838,418077.8090227025,Да,663208.083156759,85717.91673689327,807447.6411870754,562892,36111,82291.19688004101,Одобрено,279433.60674045724,186943.620398076,922441.1685118423,Да,313003.63749939663,228127.97857524594,940280.8693293236,684451,171345.62223354532,356263.8889260157,583622.8523795732,107804.80509777476,35135.852354960996,262534
261462.18825507746,212032,786468.4570238906,214718.67090177437,824294.6265017127,481228,210154.03474902562,465173.0092708759,835240.6451779675,11.649350413395606,752898.9624046981,Нет,949847.4807387729,244079.31613884642,134006.11699855118,40928,997945,38458.52850105897,Одобрено,283879.4718679316,205327.05217789905,774910.8300918735,Нет,881064.5807320359,487898.1147471771,948382.8058744858,543494,564501.3014405293,497369.75854985684,124800.39438380144,800015.1016200922,347482.96365185396,498259
561116.22052662,603464,761830.7612006164,690116.6645934237,128113.20469684819,302578,469567.7430253993,487413.2775462753,808360.1460203822,13.830671751307431,550049.3766163103,Нет,704619.4383109191,760378.0551945302,184613.0774555126,99680,200240,483828.0810297284,Одобрено,55957.47665382635,198849.64155142108,421912.70983275335,Да,365886.74821667717,241295.64017601917,338869.6037558595,510674,984030.2537166852,676308.4559814457,277184.5340110479,414425.97308952705,645357.6528483146,2294
155830.09149698372,526796,887955.6336401363,935139.4872807869,611772.813036339,800118,479734.80608012393,840138.7754146138,280209.09003922646,20.832032395065827,198753.55745672097,Нет,521797.3600830316,677403.3647957834,382732.8049400328,646648,107337,600952.7388455459,Одобрено,291269.45987485413,118481.98327939563,729007.2367430292,Нет,202942.52904568415,544282.9801926608,756970.9842492458,161798,966798.0143930364,306600.33189735253,866361.0940619183,723444.3178538677,329005.4550221761,914230
868490.6857314963,326492,324812.2961089364,222486.82881605634,513289.7257482248,959676,21954.840326842357,531469.3016575065,503531.44303305936,11.410922337167417,953068.6531614504,Нет,351330.9816780894,233253.846012463,893009.6198712017,472524,593520,840670.6799078417,Отказано,350106.6704607018,774983.1054832063,46972.50306804364,Да,245764.99105792743,159522.92775850865,764519.3975834731,618765,637576.8999687376,266728.77579273755,458344.7289833605,895339.1484660978,863403.1853190968,43186
276742.401480104,54853,732140.9386675651,389890.4983425213,482150.95504406025,289572,117518.60366294331,256638.5516409056,948572.4910223574,18.09497355204649,337848.69052493316,Да,880722.2294419291,950793.3382534358,615758.4952273973,264462,902992,390178.5249342567,Отказано,995262.9505778182,28528.93798006285,790712.3178879885,Да,487854.4654498365,160258.08318377347,367102.9167807205,16987,241242.86944226502,722770.6388002445,302221.94969170087,604780.1593246424,486109.2397676625,294673
835573.8785788578,380400,398624.4330249753,254324.3649582472,540743.3455643894,400585,929066.8304423186,599071.8532888418,974950.5622967107,8.357493441719743,135438.24101320282,Нет,603941.1138563867,510628.0311581015,643874.8653917797,202056,426502,160463.99091546124,Одобрено,287181.5035125544,479669.85809851193,267777.153601161,Да,204741.89899683133,374883.48919066245,17278.307441750996,736148,917439.9400874383,403867.635552063,630446.0140627851,577118.6585433761,550438.4187922103,605953
401480.06797008007,16284,722611.4006670119,842975.7141937349,398715.19698925206,74418,345164.23572480615,739529.9470919977,236023.10173695703,11.324682002146755,347380.41761717683,Нет,765004.1181776103,326289.42387399037,679378.3181306976,849172,865951,278222.5241996183,Одобрено,151520.60465319446,376689.9657650439,991778.620797945,Да,608609.6755953204,889083.6475035831,685926.2844910497,735255,929907.6027055647,739686.6992819243,87669.94334270076,458305.88260766974,243123.21692981946,167577
